word,pos,definition
sordid,adjective,immoral or dishonest
,adjective,very dirty and unpleasant
sore,adjective,"(of a part of the body) painful, and often red, esp because of infection"
,adjective,upset and angry
,adjective,subject that makes you feel angry or upset when it is mentioned
,adjective,be very noticeable in an unpleasant way
,noun,painful infected area on the skin
,adverb,greatly
sorrow,noun,feeling of great sadness because sth very bad has happened
,verb,feel or express great sadness
sorry,adjective,feeling sad and sympathetic
,adjective,feeling sad and ashamed about sth that has been done
,adjective,feeling disappointment and regret
,adjective,poor and causing pity
,adjective,feel pity or sympathy for sb
,adjective,used when you are apologizing for sth
,adjective,used for disagreeing with sb
,adjective,used for introducing bad news
,interjection,used for apologizing for sth
,interjection,used for asking sb to repeat sth that you have not heard
sort,noun,group of people or things that are alike in some way
,noun,feeling ill or upset
,noun,to some extent
sort,verb,arrange things in groups or in a particular order
,verb,put sth in good order
,verb,deal with a problem
SOS,noun,"urgent message for help sent by radio, etc"
so-so,adverb,average; neither very well nor very badly
souffle,noun,"dish of eggs, milk, cheese etc beaten together and baked until it rises"
soul,noun,"spiritual part of a person, believed to exist after death"
,noun,emotional and intellectual energy
,noun,perfect example of a good quality
,noun,person
,adjective,(of work) very dull and boring
,noun,"type of music that expresses strong emotions, made popular by African American musicians"
,noun,careful examination of your thoughts and feelings
sound,noun,something you can hear
,noun,idea or impression that you get of sb/sth from what sb says or what you read
,noun,point at which an aircraft's speed equals that of sound
,noun,"sound other than speech or music used in a film, play, etc"
,adjective,made so that sound cannot pass through it or into it
,verb,"make a room, etc soundproof"
,noun,"music, etc used in a film"
sound,verb,give a certain impression
,verb,(cause sth to) produce a sound
,verb,give a signal by making a sound
,verb,pronounce sth
,verb,measure the depth of the sea or a lake with a weighted line
,verb,express your opinions loudly or aggressively
,verb,try to find what sb thinks about sth
sound,adjective,sensible; that can be relied on
,adjective,good and thorough
,adjective,in good condition; not hurt or damaged
,adjective,deep
,adverb,deeply
,adverb,deeply or well
soup,noun,"liquid food made by cooking meat, vegetables, etc together in water"
,noun,in difficulties
sour,adjective,having a sharp bitter taste
,adjective,not fresh
,adjective,not cheerful; bad-tempered
,adjective,stop being pleasant or satisfactory
,verb,(cause sth to) become sour
source,noun,"place, person or thing that you get sth from or where sth starts"
,verb,get sth from a particular place
south,noun,"point of the compass, to the right of a person facing the sunrise"
,noun,"southern part of a country, region or the world"
,adjective,in or towards the south
,adjective,(of winds) from the south
,adverb,towards the south
,adverb,(direction or region) halfway between south and east
,adverb,in or towards the south
,adverb,(of winds) from the south
,adjective,of or in the south part of the world or a region
,noun,person born or living in the southern part of a country
,adjective,towards the south
,adverb,(direction or region) halfway between south and west
souvenir,noun,"thing kept as a reminder of a person, a place or an event"
sovereign,noun,king or queen
,adjective,(of a country or state) free to govern itself; independent
,adjective,having complete power
,noun,complete power to govern a country
sow,noun,adult female pig
sow,verb,plant or spread seeds in or on the ground
,verb,"introduce or spread feelings, etc"
soya bean,noun,type of bean grown as food and for its oil
spa,noun,(place with a) spring of mineral water
space,noun,amount of an area or a place that is empty and available for use
,noun,area or place that is empty
,noun,large area of land that has no buildings on it
,noun,the universe outside the earth's atmosphere
,noun,period of time
,noun,whole area in which all things exist and move
,noun,"look straight ahead of you without looking at a particular thing, usu because you are thinking about sth"
,verb,arrange things so that they have regular spaces between them
,adjective,very modern
,noun,vehicle for travelling in space
,noun,"spacecraft designed to be used, eg for travelling between the earth and a space station"
,noun,large structure that is sent into space and remains there as a base for people working in space
spacious,adjective,having a lot of space
spade,noun,long-handled tool with a flat blade and sharp edge for digging
,noun,playing card with black figures shaped like leaves
,noun,hard work done as preparation for sth else
spaghetti,noun,long thin pieces of pasta that look like string
spam,noun,advertising material sent by email to people who have not asked for it
span,noun,time that sth lasts or is able to continue
,noun,range or variety of sth
,noun,distance or part between the supports of a bridge or an arch
,verb,last all through a period of time; cover sth
,verb,stretch right across sth
spaniel,noun,breed of dog with long ears that hang down
spank,verb,"hit sb, esp a child, several times on their bottom as a punishment"
spanner,noun,"tool for holding and turning nuts onto bolts, etc"
spar,verb,practise boxing
,verb,"argue, usu in a friendly way"
spare,adjective,additional to what is needed
,adjective,kept in case you need to replace the one you usually use; extra
,adjective,(of time) free from work
,adjective,(of people) thin
,noun,"new part for a car, machine, etc used to replace an old or broken part"
,noun,extra wheel for a car
spare,verb,"be able to give money, time, etc for a purpose"
,verb,save sb/yourself from having to go through an unpleasant experience
,verb,"allow sb/sth to escape harm, damage or death"
,verb,"do sth well without limiting the time, money or effort involved"
,verb,consider (sb/sth) when making a decision
spark,noun,tiny flash of light produced by sth burning or an electric current being broken
,noun,small amount of a quality or feeling
,verb,"cause sth to start or develop, esp suddenly"
,verb,produce sparks
,noun,device for lighting the fuel in an engine
sparkle,verb,shine brightly with flashes of light
,noun,act of sparkling
sparrow,noun,common small brown and grey bird
sparse,adjective,not crowded or thick
spasm,noun,sudden uncontrollable tightening of a muscle
,noun,sudden strong feeling or reaction
spate,noun,large number of usu unpleasant things coming all at once
spatial,adjective,of or concerning space
spatter,verb,"cover sb/sth with drops of liquid, dirt, etc"
,verb,fall on a surface in drops
,noun,shower of drops of liquid
spatula,noun,tool with a flat flexible blade used for mixing and spreading things
spawn,noun,eggs of fish and frogs
,verb,(of fish or frogs) lay eggs
,verb,cause sth to develop or be produced
speak,verb,talk to sb about sth; use your voice to say sth
,verb,be able to use a language
,verb,make a speech to an audience
,verb,say or state sth
,verb,"be willing to be friendly towards sb, esp after an argument"
,verb,express your opinion openly
,verb,state the views or wishes of a person or group
,verb,"state your opinions publicly, esp in opposition to sth"
,verb,speak more loudly
,verb,"say what you think, esp to support or defend sb/sth"
spear,noun,weapon with a metal point on a long shaft
,verb,push or throw a spear through sth/sb
,noun,person or group that begins an activity or leads an attack
,verb,begin an activity or lead an attack
spearmint,noun,kind of mint used esp in making sweets
special,adjective,of a particular kind; not common
,adjective,of or for a certain person or purpose
,adjective,"exceptional in amount, degree, etc"
,noun,thing that is not usu available but is provided on one occasion
,noun,reduced price in a shop
,noun,"person who is an expert in a particular subject, profession, etc"
,adverb,particularly
speciality,noun,type of food or product that a restaurant or place is famous for
,noun,"sb's special interest, skill, subject, etc"
specialize,verb,"become an expert in a particular area of work, study or business"
species,noun,"group into which animals, plants, etc that are able to breed with each other are divided"
specific,adjective,detailed and precise
,adjective,"relating to one particular thing, etc"
specification,noun,"detailed description of how sth is, or should be, designed or made"
specify,verb,"state details, materials, etc clearly and precisely"
specimen,noun,small amount of sth that shows what the rest is like
,noun,"small quantity of blood, etc taken from sb to be tested for disease"
speck,noun,"small spot; tiny piece of dirt, etc"
speckle,noun,"small spot, esp one of many, on feathers, etc"
spectacle,noun,impressive and exciting performance or event
,noun,impressive sight or view
spectacular,adjective,very impressive
spectator,noun,person watching a show or sports event
spectrum,noun,image of a band of colours as seen in a rainbow
,noun,"wide range of related qualities, ideas, etc"
speculate,verb,form opinions without having complete knowledge
,verb,"buy and sell goods, shares, etc, hoping to make a profit but risking loss"
speech,noun,formal talk given to an audience
,noun,"power, act or way of speaking"
speed,noun,rate at which sb/sth moves
,noun,quickness of movement
,verb,go quickly
,verb,drive faster than the speed allowed by law
,verb,(cause sth to) go faster
,noun,boat with a motor that can travel very fast
,noun,machine which takes pictures of vehicles that are being driven too fast. These pictures are then used as evidence so that the drivers can be punished.
,noun,"event at which single people meet and talk to each other for a short time, in the hope of finding partners"
,noun,raised area across a road to make traffic go slower
,noun,highest speed at which you can legally drive on a particular road
,noun,"instrument showing the speed of a vehicle, etc"
,noun,(track used for) racing motorbikes
,adjective,quick
spell,noun,short period of time during which sth lasts
,noun,period spent doing a certain activity
,noun,(condition produced by) words supposed to have magic power
,adjective,with the attention held (as if) by a magic spell
spell,verb,say or write the letters of a word in the correct order
,verb,(of letters) form words when in a particular order
,verb,"have sth, usu sth bad, as a result"
,verb,make sth easy to understand
,noun,computer program that checks your writing to see if your spelling is correct
spend,verb,"pay out money for goods, services, etc"
,verb,use time for a purpose; pass time
,verb,"use energy, effort, etc until it has all been used"
,verb,go to the toilet
,noun,person who wastes money
sperm,noun,male sex cell which fertilizes a female egg
spew,verb,(cause sth to) come out in a stream
,verb,to vomit
sphere,noun,completely round solid shape
,noun,"range of interests, activities, influence, etc"
spice,noun,one of various types of powder or seed that come from plants and are used in cooking
,noun,extra interest or excitement
,verb,add spice to sth
,adjective,containing spice
,adjective,exciting and slightly shocking
spick,adjective,clean and tidy
spider,noun,"small creature with eight legs, esp one that spins a web to trap insects"
spike,noun,thin object with a sharp point
,noun,"metal point attached to the sole of a running shoe, etc"
,noun,long pointed group of flowers that grow together on a single stem
,verb,"push a sharp piece of metal, wood, etc into sb/sth"
,verb,"add alcohol, poison or a drug to sb's drink or food without them knowing"
spill,verb,(cause liquid or powder to) run over the side of the container
,verb,reveal a secret
spin,verb,(cause sth to) turn round and round quickly
,verb,"make thread from wool, cotton, etc by twisting it"
,verb,(of a spider or silkworm) produce thread from its body to make a web or cocoon
,verb,compose a story
,verb,make sth last as long as possible
,noun,very fast turning movement
,noun,"way of presenting information, esp in a way that makes you or your ideas seem good"
,noun,short ride in a car for pleasure
,noun,"very confused, worried or excited"
,noun,"person whose job is to present information to the public about a politician, etc in the most positive way possible"
,noun,machine that spins clothes to dry them
,noun,"product, etc resulting indirectly from another activity"
spinach,noun,"plant with large green leaves, cooked and eaten as a vegetable"
spinal,adjective,of the spine
spindle,noun,thin rod for winding thread by hand in spinning
,noun,bar on which part of a machine turns
spine,noun,row of small bones that are connected together down the middle of the back
,noun,"sharp point on some animals and plants, eg the cactus"
,noun,part of the cover of a book where the pages are joined together
,adjective,very frightening
spinster,noun,unmarried woman
spiral,noun,curve winding round a central point
,noun,continuous harmful increase or decrease in sth
,adjective,moving in a continuous curve winding round a central point
,verb,move in a spiral
,verb,increase rapidly
spire,noun,"pointed tower, esp of a church"
spirit,noun,person's thoughts and feelings or soul
,noun,state of mind
,noun,person
,noun,courage or energy
,noun,mental attitude; state of mind
,noun,real meaning or purpose of sth
,noun,soul without a body; ghost
,noun,"strong alcoholic drink, eg whisky"
,noun,in your thoughts
,verb,take sth/sb away quickly or mysteriously
,adjective,"lively, brave, etc"
,adjective,having the mood stated
spiritual,adjective,connected with the human spirit rather than the body
,adjective,religious
,noun,religious song as originally sung by black slaves in the US
spit,noun,saliva
,noun,"narrow point of land jutting out into the sea, etc"
,noun,"metal spike which holds meat, etc for roasting"
,verb,"force liquid, food, etc from the mouth"
,verb,"force saliva out of your mouth, often as a sign of lack of respect"
,verb,say sth angrily
,verb,(used with
spite,noun,feeling of wanting to hurt or upset sb
,noun,without being prevented by the conditions mentioned
,verb,deliberately annoy or upset sb
,adjective,unkind
splash,verb,(of liquid) fall noisily onto a surface
,verb,make sb/sth wet by throwing liquid
,verb,move through water making drops fly everywhere
,verb,"put a photograph, news story, etc in a place where it will be easily noticed"
,verb,spend a lot of money on sth
,noun,"sound or act of, or mark made by, splashing"
spleen,noun,organ that controls the quality of the blood in the body
splendid,adjective,very impressive
,adjective,excellent
splendour,noun,grand and impressive beauty
splice,verb,"join two pieces of a rope, film, tape, etc together"
splint,noun,piece of wood or metal tied to a broken arm or leg to keep it still and in position
splinter,noun,"sharp piece of wood, glass, etc broken from a larger piece"
,verb,(cause sth to) break into splinters
,noun,(esp in politics) group that has separated from a larger one
split,verb,(cause a group of people to) divide into separate or opposing parts
,verb,divide sth into parts and share it with others
,verb,(cause sth to) tear along a straight line
,verb,cut sb's skin and make it bleed
,verb,leave sb and stop having a relationship with them
,verb,pay too much attention in an argument to small differences
,verb,laugh very much
,verb,stop having a relationship with sb
,noun,separation or division
,noun,crack or tear made by splitting
,noun,act of sitting with the legs stretched in opposite directions
,noun,mental disorder in which one person seems to have two distinct personalities
,noun,very short moment
splutter,verb,"speak quickly and with difficulty, because you are angry or embarrassed"
,verb,make a series of short explosive sounds
,noun,short explosive sound
spoil,verb,ruin the value or pleasure of sth
,verb,harm the character of a child by lack of discipline
,verb,make sb/yourself happy by doing sth special
,verb,"(of food, etc) become bad"
,noun,"stolen goods, profit, etc"
,noun,person who ruins others' enjoyment
spoke,noun,rod connecting the centre of a wheel to the edge
spokesman,noun,"person speaking as the representative of a group, etc"
sponge,noun,(piece of a) soft light substance that is full of holes and can hold water easily
,noun,simple sea animal with a body full of holes from which natural sponge is obtained
,verb,wipe sb/yourself/sth with a sponge
,verb,remove sth using a wet cloth or sponge
,verb,"get money, food, etc from people without offering anything in return"
,noun,soft light cake
sponsor,noun,"person, company, etc that pays for an event"
,noun,person or company that supports sb by paying for their training or education
,verb,"pay for an event, programme, etc as a way of advertising"
,verb,pay sb money if they do sth for charity
spontaneous,adjective,"done, happening, etc naturally and not planned"
spoof,noun,"humorous copy of a film, TV programme, etc"
spooky,adjective,frightening
spool,noun,"reel for thread, film, tape, etc"
spoon,noun,"utensil with a shallow bowl on a handle, used for putting food, eg soup, into the mouth"
,verb,lift and move food with a spoon
,verb,teach people sth in a way that does not make them think for themselves
sporadic,adjective,occurring only occasionally
spore,noun,"small cell like a seed produced by some plants, eg mushrooms"
sport,noun,"activity done for pleasure or exercise, usu according to rules"
,noun,particular form of sport
,noun,"be generous, cheerful and pleasant"
,verb,have or wear sth proudly
,adjective,of sport
,adjective,fair and generous in your treatment of others
,adjective,a reasonable chance of success
,noun,"low fast car, often with a roof that can be folded back"
,noun,person who takes part in sport
,noun,"quality of being fair and generous, esp in sport"
,noun,"type of large car, made originally for travelling over rough ground"
,adjective,good at or liking sport
spot,noun,small esp round mark of a different colour from the surface it is on
,noun,small dirty mark on sth
,noun,small red infected mark on the skin
,noun,place
,noun,small amount
,noun,in a difficult situation
,noun,immediately
,noun,actual place where sth is happening
,verb,see or notice sb/sth
,verb,be covered with small round marks of sth
,adjective,marked with spots
,adjective,completely clean
,adjective,(of a person) having a lot of spots on the skin
spotlight,noun,(lamp used for sending a) strong light directed at a particular place
,verb,shine a spotlight on sb/sth
,verb,"direct attention at a problem, situation, etc"
spouse,noun,husband or wife
spout,noun,pipe through which liquid pours
,noun,be/go wrong; be spoilt
,verb,(cause liquid to) come out of sth with great force
,verb,speak a lot about sth; repeat sth in a boring or annoying way
sprain,verb,injure a joint in your body by suddenly twisting it
sprawl,verb,sit or lie with your arms and legs spread out in a relaxed or awkward way
,verb,spread untidily over a large area
,noun,large area covered with buildings that spreads into the countryside in an ugly way
spray,noun,liquid sent through the air in tiny drops
,noun,"substance that is forced out of a container, eg an aerosol, in the form of tiny drops"
,noun,device or container that turns liquid into tiny drops
,noun,"small branch of a tree or plant, esp for decoration"
,verb,cover sb/sth with very small drops of liquid
spread,verb,extend the surface of sth by unfolding it
,verb,put a substance on a surface
,verb,"(cause sth to) become more widely known, felt, etc"
,verb,extend over an area or period of time
,noun,growth or increase of sth
,noun,soft food that you put on bread
,noun,extent or width of sth
,noun,a lot of food on a table
,adjective,in a position with your arms and legs spread out
,noun,computer program for displaying and changing rows of figures
sprightly,adjective,lively and active
spring,noun,"season of the year between winter and summer, when plants begin to grow"
,noun,length of coiled wire which returns to its shape after being pulled or pressed
,noun,ability of a spring to return to its original position
,noun,place where water comes naturally to the surface from under the ground
,noun,quick sudden jump
,verb,"clean a house, etc thoroughly, including the parts you do not usu clean"
spring,verb,jump or move suddenly
,verb,"do sth, ask sth or say sth that sb is not expecting"
,verb,"(of a boat, etc) begin to leak"
,verb,have sth as a source or an origin
,verb,appear or develop quickly
sprinkle,verb,throw small pieces of sth or drops of liquid on sth
sprint,verb,run at full speed
,noun,fast run
sprout,verb,"produce leaves, etc or begin to grow"
,noun,new part of a plant
spur,noun,"sharp pointed object worn on the heel of a rider's boot, used to make the horse go faster"
,noun,thing that encourages sb to try or work harder
,noun,suddenly and without planning in advance
,verb,encourage sb to do sth or try harder to achieve sth
spurn,verb,"reject or refuse sb, an offer, etc"
spurt,verb,"(cause liquids, etc to) come out in a sudden burst"
,verb,"make a sudden effort in a race, contest, etc"
,noun,"sudden burst of energy, speed, etc"
,noun,"sudden rush of liquid, etc"
sputter,verb,make a series of spitting sounds
spy,noun,"person who tries to get secret information about another country, organization, or person"
,verb,collect secret information about sb/sth
,verb,suddenly see or notice sb/sth
squabble,noun,"(have a) quarrel, usu about sth unimportant"
squad,noun,small group of people working as a team
squadron,noun,group of military aircraft or ships
squalid,adjective,dirty and unpleasant
,adjective,morally bad
squall,noun,sudden violent wind
,noun,"loud cry, esp from a baby"
,verb,cry noisily
squalor,noun,dirty and unpleasant conditions
squander,verb,"waste time, money, etc in a stupid or careless way"
square,adjective,having four straight equal sides and four angles of 90
,adjective,forming an angle of 90
,adjective,equal to a square with sides of a stated length
,adjective,having paid all the money owed to sb
,adjective,(of two teams) having the same number of points
,adjective,honest; fair
,adjective,a satisfying meal
,adjective,person who does not feel happy or comfortable in a particular situation
,adverb,directly; not at an angle
,adverb,directly; not at an angle or to one side
,adverb,directly or exactly; without any uncertainty
,noun,number which when multiplied by itself gives a particular number
square,noun,shape or area with four equal sides and four angles of 90
,noun,four-sided open area in a town
,noun,result when a number is multiplied by itself
,noun,"a return to the situation you were in at the beginning of a project, task, etc"
square,verb,make sth have straight edges and corners
,verb,multiply a number by itself
,verb,make sth straight or level
,verb,bribe sb
,verb,mark off in squares
,verb,"make two ideas, facts or situations agree or be consistent with each other"
,verb,pay money that you owe
squash,verb,"press sth so that it becomes soft, damaged or flat"
,verb,push sb/sth or yourself into a space that is too small
,verb,stop sth from continuing; destroy sth because it is a problem for you
,noun,"game for two players, played with rackets and a rubber ball in a walled court"
,noun,drink made from fruit juice
,noun,"type of vegetable that grows on the ground, eg a pumpkin or marrow"
,noun,crowd of people squashed together
squat,verb,sit with your legs bent under your body
,verb,"occupy empty buildings, land, etc without permission"
,adjective,short and wide or fat
,noun,building occupied by squatters
,noun,"person who lives in a building, etc without permission and without paying rent"
squawk,verb,(of birds) make a loud harsh sound
,verb,"speak in a loud sharp voice because you are angry, surprised, etc"
squeak,noun,(make a) short high sound that is not very loud
squeal,noun,long high cry or sound
,verb,make a long high sound
,verb,"give information, esp to the police about sth illegal sb has done"
squeamish,adjective,"easily made sick by unpleasant sights or situations, esp the sight of blood"
,adjective,"easily shocked, offended, etc"
squeeze,verb,"press sth firmly, esp with your fingers"
,verb,get liquid out of sth by pressing or twisting it hard
,verb,force sb/sth/yourself into or through a small space
,verb,"get sth by putting pressure on sb, using threats, etc"
,noun,act of pressing sth
,noun,condition of being squeezed
,noun,"(difficulty caused by a) reduction in the amount of money, jobs, etc available"
squelch,verb,make a sucking sound as when feet are lifted from mud
,noun,squelching sound
squid,noun,sea creature with ten long arms around its mouth
squint,verb,look at sth with your eyes partly shut
,verb,(of an eye) look in a different direction from the other eye
,noun,disorder of the eye muscles which causes each eye to look in a different direction
squirm,verb,move by twisting the body about
,verb,feel embarrassment or shame
,noun,squirming movement
squirrel,noun,small bushy-tailed animal with red or grey fur
squirt,verb,"force liquid, gas, etc out in a thin fast stream through a narrow opening; be forced out in this way"
,verb,"hit sb/sth with a stream of water, gas, etc"
,noun,thin fast stream of a liquid
St,abbreviation,(used in addresses) Street
,abbreviation,Saint
stab,verb,"push a pointed weapon into sb, killing or injuring them"
,verb,"make a short, forceful movement with a finger, etc"
,verb,betray sb
,noun,act of stabbing sb/sth
,noun,sudden sharp pain
,noun,attempt to do sth
,adjective,(of pain) very sharp and sudden
stable,adjective,"firmly fixed; not likely to move, change or fail"
,adjective,(of a person) calm and reasonable; balanced
stable,noun,building in which horses are kept
,verb,put or keep a horse in a stable
stack,noun,(usu neat) pile
,noun,"pile of hay, straw, etc stored in the open"
,noun,tall chimney or group of chimneys
,noun,large number of sth
,verb,arrange things in a pile
,verb,fill sth with piles of things
stadium,noun,"large sports ground, with seats for spectators"
staff,noun,all the workers employed in an organization considered as a group
,noun,"people who work at a school or university, but who do not teach students"
,noun,group of senior army officers
,noun,strong stick used as a support when walking
,verb,"(provide people to) work in an institution, company, etc"
stag,noun,male deer
stage,noun,"period or step in development, growth, etc"
,noun,"separate part that a process, etc is divided into"
,noun,raised platform on which actors perform plays
,noun,acting as a profession
,noun,"place where important things happen, esp in politics"
,noun,be/become an actor
,verb,"produce a performance of a play, etc"
,noun,"vehicle pulled by horses, which was used in the past to carry passengers"
,noun,person in charge of a theatre stage
stagger,verb,walk unsteadily
,verb,shock or surprise sb very much
,verb,"arrange events, etc so that they do not happen together"
stagnant,adjective,(of air or water) not moving and therefore smelling bad
,adjective,"not developing, growing or changing"
stagnate,verb,stop developing or making progress
,verb,be or become stagnant
staid,adjective,"(of appearance, behaviour, etc) dull, quiet and serious"
stain,verb,leave marks that are difficult to remove on sth
,verb,become marked
,verb,"colour wood, fabric, etc"
,noun,dirty mark that is difficult to remove
,noun,"liquid used for colouring wood, etc"
,noun,"thing that harms sb's reputation, etc"
,noun,"pieces of coloured glass, often used to make patterns in windows"
,noun,type of steel that does not rust
stair,noun,set of steps built between two floors inside a building
,noun,one of a series of steps
,noun,set of stairs inside a building
stake,noun,"strong pointed wooden or metal post pushed into the ground to support sth, etc"
,noun,money that sb invests in a company
,noun,sum of money risked or gambled
,noun,"that can be won or lost, depending on the success of a particular action"
,verb,risk money or sth important on the result of sth
,verb,support sth with a stake
,verb,say or show publicly that you think sth should be yours
,verb,"watch a place secretly, esp for signs of illegal activity"
stale,adjective,"(of food, etc) not fresh"
,adjective,no longer interesting because too well known
,adjective,no longer able to do sth well because you have been doing the same thing for too long
stalemate,noun,position in chess in which no further move can be made
,noun,"stage in an argument, etc in which no further discussion seems possible"
stalk,noun,"thin stem that supports a flower, leaf or fruit and joins it to another part of the plant"
,verb,"move slowly and quietly towards an animal or a person, in order to kill, catch or harm it or them"
,verb,illegally follow and watch sb over a long period of time
,verb,walk in an angry or proud way
,noun,person who follows and watches another person over a long period of time
,noun,person who follows an animal in order to kill it
stall,noun,compartment for one animal in a stable
,noun,"table or small open shop, etc from which things are sold in the street"
,noun,seats in a theatre nearest the stage
,verb,(cause a vehicle or an engine to) stop suddenly because of lack of power or speed
,verb,delay doing sth so that you have more time
,verb,make sb wait so that you have more time to do sth
stallion,noun,"male horse, esp one used for breeding"
stamina,noun,"energy and strength to work hard, run long distances, etc"
stammer,verb,"speak with difficulty, repeating sounds or words before saying things correctly"
,noun,tendency to stammering speech
stamp,noun,"small piece of printed paper stuck on envelopes, parcels, etc to show that postage has been paid"
,noun,tool for printing the date or a mark on a surface
,noun,"words, design, etc made by stamping sth on a surface"
,noun,small piece of paper stuck on a document to show that an amount of money has been paid
,noun,act of stamping with the foot
,noun,book for keeping postage stamps collected as a hobby
stamp,verb,"put your foot down with force on the ground, etc"
,verb,"print a design, the date, etc onto sth using a special tool"
,verb,"make a feeling show clearly on sb's face, in their actions etc"
,verb,stick a stamp on a letter or parcel
,verb,"get rid of sth bad, unpleasant or dangerous, esp by using force"
stampede,noun,"sudden rush of people or animals, eg through fear"
,verb,(cause animals or people to) move in a stampede
stance,noun,"way of standing, esp when striking the ball in golf, cricket, etc"
,noun,"attitude, opinion"
stand,noun,attitude or opinion
,noun,strong effort to defend yourself or your opinion
,noun,table or upright structure where things are sold or displayed
,noun,piece of furniture for holding a particular type of thing
,noun,"building where people stand or sit to watch sports contests, etc"
stand,verb,be on your feet; be upright
,verb,get up onto your feet from another position
,verb,put sth/sb in an upright position
,verb,"be in a certain place, condition or situation"
,verb,be a particular height
,verb,"be at a particular level, amount, height, etc"
,verb,"(of an offer, decision, etc) be still valid"
,verb,can't/
,verb,strongly dislike sb/sth
,verb,be able to survive or tolerate sth without being harmed or damaged
,verb,buy a drink or meal for sb
,verb,be a candidate in an election
,verb,it must be obvious to any sensible person who thinks about it
,verb,have the possibility of succeeding or achieving sth
,verb,refuse to move back; refuse to change your opinions
,verb,be independent
,verb,be present while sth bad happens without doing anything
,verb,be ready for action
,verb,"help or support sb, esp in a difficult situation"
,verb,"still believe sth you said, decided or agreed earlier"
,verb,"resign from a job, etc; withdraw"
,verb,be an abbreviation or symbol for sth
,verb,not tolerate sth
,verb,take the place of sb
,verb,be much better or more important than sb/sth
,verb,be easily seen; be noticeable
,verb,deliberately not meet sb you have arranged to meet
,verb,be on your feet
,verb,support or defend sb/sth
,verb,resist sb
,verb,"remain in good condition in spite of hard use, etc"
,noun,"person or thing to be used as a substitute, esp in case of emergency"
,noun,ready to do sth immediately if needed or asked
,noun,person who does sb's job for them for a short time
,adjective,(of people) unfriendly
,noun,point of view
standard,noun,thing used as a measure
,noun,(normal or expected) level of quality
,noun,special flag
,adjective,of the normal or usual kind
,verb,"make sth conform to a fixed standard of size, shape, quality, etc"
,noun,tall lamp with a base on the floor
,noun,"level of comfort, wealth, etc enjoyed by a particular group of people"
standing,noun,position or reputation of sb within a group of people or an organization
,noun,period of time sth has existed
,adjective,permanent and established
stanza,noun,group of lines in a poem
staple,noun,small piece of bent wire for holding sheets of paper together
,noun,main article or product
,verb,fasten or secure sth with a staple
,adjective,forming the main part of sth
,noun,"device for putting staples into paper, etc"
star,noun,large ball of burning gas seen as a point of light in the sky at night
,noun,"figure with five or more points resembling a star, often used to show quality"
,noun,"famous singer, actor, etc"
,noun,planet or force believed to influence a person's life
,verb,"be the main actor in a film, etc"
,verb,"(of a film, etc) have sb as the main actor"
,noun,status of being a star
,noun,sea animal shaped like a star
starboard,noun,right side of a ship or an aircraft when it is facing forward
starch,noun,"white, tasteless food substance found in potatoes, rice, etc"
,noun,"starch in powdered form or as a spray, used for making clothes, etc stiff"
,verb,"make clothes, sheets, etc stiff using starch"
stare,verb,look at sb/sth for a long time
,noun,"staring, often unfriendly, look"
stark,adjective,"looking severe, without colour or decoration"
,adjective,unpleasant and impossible to avoid
,adjective,clearly very different to sth
,adverb,completely
starling,noun,common small bird with dark shiny feathers
start,noun,point at which sth begins; act of beginning sth
,noun,place where a race begins
,noun,amount of time or distance that sb has as an advantage over others in a race
,noun,"sudden movement of the body because of surprise, fear, etc"
start,verb,begin doing sth
,verb,(cause sth to) start happening
,verb,(cause a machine or vehicle to) begin running
,verb,(cause sth to) begin to exist
,verb,begin a journey
,verb,begin to move
,verb,cause sb to begin doing sth
,verb,"begin to do sth, esp in business or work"
startle,verb,shock or surprise sb
starve,verb,(cause sb to) suffer or die from hunger
,verb,feel very hungry
,verb,not give sth that is needed
state,noun,condition of a person or thing
,noun,country
,noun,organized political community forming part of a larger country
,noun,government of a country
,noun,very formal ceremony
,adjective,of the state
,adjective,connected with the leader of a country attending an official ceremony
,adjective,of a particular state
,adjective,"impressive in size, appearance or manner"
,noun,"large, impressive house of historical interest"
state,verb,"formally write or say sth, esp clearly and fully"
statesman,noun,"wise, experienced and respected political leader"
static,adjective,not moving
,noun,atmospheric disturbance affecting radio broadcasts
,noun,electricity which collects on the surface of objects
station,noun,place where trains stop so that people can get on and off
,noun,"building, etc where a service is organized"
,noun,radio or TV company
,verb,"send sb, esp from one of the armed forces, to work in a certain place"
stationary,adjective,not moving
stationer,noun,"person who owns or manages a shop selling paper, envelopes, etc for writing"
statistics,noun,information shown as numbers
,noun,the science of collecting and explaining statistics
statue,noun,"figure of a person, an animal, etc in wood, stone, bronze, etc"
stature,noun,importance gained from achievement or ability
,noun,(person's) size or height
status,noun,"person's legal, social or professional position"
,noun,"item showing sb's importance, wealth, etc"
status quo,noun,the situation as it is now
statute,noun,"law passed by a parliament, council, etc"
staunch,adjective,"(of a supporter, etc) loyal"
stave,verb,break or damage sth by making part of it fall inwards
,verb,"delay danger, etc"
stay,verb,be or remain in the same place or condition
,verb,live in a place temporarily as a guest or visitor
,verb,remain where you are or where sb/sth is
,verb,not go near sb or sth
,verb,not go out
,verb,"continue studying, working, etc somewhere for longer than expected"
,verb,continue to be outdoors or away from your house at night
,verb,sleep at sb's house for one night
,verb,not go to bed
,noun,period of staying; visit
